image,label
./Data/All\Fake\002623.jpg,Fake
./Data/All\Fake\002624.jpg,Fake
./Data/All\Fake\002625.jpg,Fake
./Data/All\Fake\002626.jpg,Fake
./Data/All\Fake\002627.jpg,Fake
./Data/All\Fake\002628.jpg,Fake
./Data/All\Fake\002629.jpg,Fake
./Data/All\Fake\002630.jpg,Fake
./Data/All\Fake\002631.jpg,Fake
./Data/All\Fake\002632.jpg,Fake
./Data/All\Fake\002633.jpg,Fake
./Data/All\Fake\002634.jpg,Fake
./Data/All\Fake\002635.jpg,Fake
./Data/All\Fake\002636.jpg,Fake
./Data/All\Fake\002637.jpg,Fake
./Data/All\Fake\002638.jpg,Fake
./Data/All\Fake\002639.jpg,Fake
./Data/All\Fake\002640.jpg,Fake
./Data/All\Fake\002641.jpg,Fake
./Data/All\Fake\002642.jpg,Fake
./Data/All\Fake\002643.jpg,Fake
./Data/All\Fake\002644.jpg,Fake
./Data/All\Fake\002645.jpg,Fake
./Data/All\Fake\002646.jpg,Fake
./Data/All\Fake\002647.jpg,Fake
./Data/All\Fake\002648.jpg,Fake
./Data/All\Fake\002649.jpg,Fake
./Data/All\Fake\002650.jpg,Fake
./Data/All\Fake\002651.jpg,Fake
./Data/All\Fake\002652.jpg,Fake
./Data/All\Fake\002653.jpg,Fake
./Data/All\Fake\002654.jpg,Fake
./Data/All\Fake\002655.jpg,Fake
./Data/All\Fake\002656.jpg,Fake
./Data/All\Fake\002657.jpg,Fake
./Data/All\Fake\002658.jpg,Fake
./Data/All\Fake\002659.jpg,Fake
./Data/All\Fake\002660.jpg,Fake
./Data/All\Fake\002661.jpg,Fake
./Data/All\Fake\002662.jpg,Fake
./Data/All\Fake\002663.jpg,Fake
./Data/All\Fake\002664.jpg,Fake
./Data/All\Fake\002665.jpg,Fake
./Data/All\Fake\002666.jpg,Fake
./Data/All\Fake\002667.jpg,Fake
./Data/All\Fake\002668.jpg,Fake
./Data/All\Fake\002669.jpg,Fake
./Data/All\Fake\002670.jpg,Fake
./Data/All\Fake\002671.jpg,Fake
./Data/All\Fake\002672.jpg,Fake
./Data/All\Fake\002673.jpg,Fake
./Data/All\Fake\002674.jpg,Fake
./Data/All\Fake\002675.jpg,Fake
./Data/All\Fake\002676.jpg,Fake
./Data/All\Fake\002677.jpg,Fake
./Data/All\Fake\002678.jpg,Fake
./Data/All\Fake\002679.jpg,Fake
./Data/All\Fake\002680.jpg,Fake
./Data/All\Fake\002681.jpg,Fake
./Data/All\Fake\002682.jpg,Fake
./Data/All\Fake\002683.jpg,Fake
./Data/All\Fake\002684.jpg,Fake
./Data/All\Fake\002685.jpg,Fake
./Data/All\Fake\002686.jpg,Fake
./Data/All\Fake\002687.jpg,Fake
./Data/All\Fake\002688.jpg,Fake
./Data/All\Fake\002689.jpg,Fake
./Data/All\Fake\002690.jpg,Fake
./Data/All\Fake\002691.jpg,Fake
./Data/All\Fake\002692.jpg,Fake
./Data/All\Fake\002693.jpg,Fake
./Data/All\Fake\002694.jpg,Fake
./Data/All\Fake\002695.jpg,Fake
./Data/All\Fake\002696.jpg,Fake
./Data/All\Fake\002697.jpg,Fake
./Data/All\Fake\002698.jpg,Fake
./Data/All\Fake\002699.jpg,Fake
./Data/All\Fake\002700.jpg,Fake
./Data/All\Fake\002701.jpg,Fake
./Data/All\Fake\002702.jpg,Fake
./Data/All\Fake\002703.jpg,Fake
./Data/All\Fake\002704.jpg,Fake
./Data/All\Fake\002705.jpg,Fake
./Data/All\Fake\002706.jpg,Fake
./Data/All\Fake\002707.jpg,Fake
./Data/All\Fake\002708.jpg,Fake
./Data/All\Fake\002709.jpg,Fake
./Data/All\Fake\002710.jpg,Fake
./Data/All\Fake\002711.jpg,Fake
./Data/All\Fake\002712.jpg,Fake
./Data/All\Fake\002713.jpg,Fake
./Data/All\Fake\002714.jpg,Fake
./Data/All\Fake\002715.jpg,Fake
./Data/All\Fake\002716.jpg,Fake
./Data/All\Fake\002717.jpg,Fake
./Data/All\Fake\002718.jpg,Fake
./Data/All\Fake\002719.jpg,Fake
./Data/All\Fake\002720.jpg,Fake
./Data/All\Fake\002721.jpg,Fake
./Data/All\Fake\002722.jpg,Fake
./Data/All\Fake\002723.jpg,Fake
./Data/All\Fake\002724.jpg,Fake
./Data/All\Fake\002725.jpg,Fake
./Data/All\Fake\002726.jpg,Fake
./Data/All\Fake\002727.jpg,Fake
./Data/All\Fake\002728.jpg,Fake
./Data/All\Fake\002729.jpg,Fake
./Data/All\Fake\002730.jpg,Fake
./Data/All\Fake\002731.jpg,Fake
./Data/All\Fake\002732.jpg,Fake
./Data/All\Fake\002733.jpg,Fake
./Data/All\Fake\002734.jpg,Fake
./Data/All\Fake\002735.jpg,Fake
./Data/All\Fake\002736.jpg,Fake
./Data/All\Fake\002737.jpg,Fake
./Data/All\Fake\002738.jpg,Fake
./Data/All\Fake\002739.jpg,Fake
./Data/All\Fake\002740.jpg,Fake
./Data/All\Fake\002741.jpg,Fake
./Data/All\Fake\002742.jpg,Fake
./Data/All\Fake\002743.jpg,Fake
./Data/All\Fake\002744.jpg,Fake
./Data/All\Fake\002745.jpg,Fake
./Data/All\Fake\002746.jpg,Fake
./Data/All\Fake\002747.jpg,Fake
./Data/All\Fake\002748.jpg,Fake
./Data/All\Fake\002749.jpg,Fake
./Data/All\Fake\002750.jpg,Fake
./Data/All\Fake\002751.jpg,Fake
./Data/All\Fake\002752.jpg,Fake
./Data/All\Fake\002753.jpg,Fake
./Data/All\Fake\002754.jpg,Fake
./Data/All\Fake\002755.jpg,Fake
./Data/All\Fake\002756.jpg,Fake
./Data/All\Fake\002757.jpg,Fake
./Data/All\Fake\002758.jpg,Fake
./Data/All\Fake\002759.jpg,Fake
./Data/All\Fake\002760.jpg,Fake
./Data/All\Fake\002761.jpg,Fake
./Data/All\Fake\002762.jpg,Fake
./Data/All\Fake\002763.jpg,Fake
./Data/All\Fake\002764.jpg,Fake
./Data/All\Fake\002765.jpg,Fake
./Data/All\Fake\002766.jpg,Fake
./Data/All\Fake\002767.jpg,Fake
./Data/All\Fake\002768.jpg,Fake
./Data/All\Fake\002769.jpg,Fake
./Data/All\Fake\002770.jpg,Fake
./Data/All\Fake\002771.jpg,Fake
./Data/All\Fake\002772.jpg,Fake
./Data/All\Fake\002773.jpg,Fake
./Data/All\Fake\002774.jpg,Fake
./Data/All\Fake\002775.jpg,Fake
./Data/All\Fake\002776.jpg,Fake
./Data/All\Fake\002777.jpg,Fake
./Data/All\Fake\002778.jpg,Fake
./Data/All\Fake\002779.jpg,Fake
./Data/All\Fake\002780.jpg,Fake
./Data/All\Fake\002781.jpg,Fake
./Data/All\Fake\002782.jpg,Fake
./Data/All\Fake\002783.jpg,Fake
./Data/All\Fake\002784.jpg,Fake
./Data/All\Fake\002785.jpg,Fake
./Data/All\Fake\002786.jpg,Fake
./Data/All\Fake\002787.jpg,Fake
./Data/All\Fake\002788.jpg,Fake
./Data/All\Fake\002789.jpg,Fake
./Data/All\Fake\002790.jpg,Fake
./Data/All\Fake\002791.jpg,Fake
./Data/All\Fake\002792.jpg,Fake
./Data/All\Fake\002793.jpg,Fake
./Data/All\Fake\002794.jpg,Fake
./Data/All\Fake\002795.jpg,Fake
./Data/All\Fake\002796.jpg,Fake
./Data/All\Fake\002797.jpg,Fake
./Data/All\Fake\002798.jpg,Fake
./Data/All\Fake\002799.jpg,Fake
./Data/All\Fake\002800.jpg,Fake
./Data/All\Fake\002801.jpg,Fake
./Data/All\Fake\002802.jpg,Fake
./Data/All\Fake\002803.jpg,Fake
./Data/All\Fake\002804.jpg,Fake
./Data/All\Fake\002805.jpg,Fake
./Data/All\Fake\002806.jpg,Fake
./Data/All\Fake\002807.jpg,Fake
./Data/All\Fake\002808.jpg,Fake
./Data/All\Fake\002809.jpg,Fake
./Data/All\Fake\002810.jpg,Fake
./Data/All\Fake\002811.jpg,Fake
./Data/All\Fake\002812.jpg,Fake
./Data/All\Fake\002813.jpg,Fake
./Data/All\Fake\002814.jpg,Fake
./Data/All\Fake\002815.jpg,Fake
./Data/All\Fake\002816.jpg,Fake
./Data/All\Fake\002817.jpg,Fake
./Data/All\Fake\002818.jpg,Fake
./Data/All\Fake\002819.jpg,Fake
./Data/All\Fake\002820.jpg,Fake
./Data/All\Fake\002821.jpg,Fake
./Data/All\Fake\002822.jpg,Fake
./Data/All\Fake\002823.jpg,Fake
./Data/All\Fake\002824.jpg,Fake
./Data/All\Fake\002825.jpg,Fake
./Data/All\Fake\002826.jpg,Fake
./Data/All\Fake\002827.jpg,Fake
./Data/All\Fake\002828.jpg,Fake
./Data/All\Fake\002829.jpg,Fake
./Data/All\Fake\002830.jpg,Fake
./Data/All\Fake\002831.jpg,Fake
./Data/All\Fake\002832.jpg,Fake
./Data/All\Fake\002833.jpg,Fake
./Data/All\Fake\002834.jpg,Fake
./Data/All\Fake\002835.jpg,Fake
./Data/All\Fake\002836.jpg,Fake
./Data/All\Fake\002837.jpg,Fake
./Data/All\Fake\002838.jpg,Fake
./Data/All\Fake\002839.jpg,Fake
./Data/All\Fake\002840.jpg,Fake
./Data/All\Fake\002841.jpg,Fake
./Data/All\Fake\002842.jpg,Fake
./Data/All\Fake\002843.jpg,Fake
./Data/All\Fake\002844.jpg,Fake
./Data/All\Fake\002845.jpg,Fake
./Data/All\Fake\002846.jpg,Fake
./Data/All\Fake\002847.jpg,Fake
./Data/All\Fake\002848.jpg,Fake
./Data/All\Fake\002849.jpg,Fake
./Data/All\Fake\002850.jpg,Fake
./Data/All\Fake\002851.jpg,Fake
./Data/All\Fake\002852.jpg,Fake
./Data/All\Fake\002853.jpg,Fake
./Data/All\Fake\002854.jpg,Fake
./Data/All\Fake\002855.jpg,Fake
./Data/All\Fake\002856.jpg,Fake
./Data/All\Fake\002857.jpg,Fake
./Data/All\Fake\002858.jpg,Fake
./Data/All\Fake\002859.jpg,Fake
./Data/All\Fake\002860.jpg,Fake
./Data/All\Fake\002861.jpg,Fake
./Data/All\Fake\002862.jpg,Fake
./Data/All\Fake\002863.jpg,Fake
./Data/All\Fake\002864.jpg,Fake
./Data/All\Fake\002865.jpg,Fake
./Data/All\Fake\002866.jpg,Fake
./Data/All\Fake\002867.jpg,Fake
./Data/All\Fake\002868.jpg,Fake
./Data/All\Fake\002869.jpg,Fake
./Data/All\Fake\002870.jpg,Fake
./Data/All\Fake\002871.jpg,Fake
./Data/All\Fake\002872.jpg,Fake
./Data/All\Fake\002873.jpg,Fake
./Data/All\Fake\002874.jpg,Fake
./Data/All\Fake\002875.jpg,Fake
./Data/All\Fake\002876.jpg,Fake
./Data/All\Fake\002877.jpg,Fake
./Data/All\Fake\002878.jpg,Fake
./Data/All\Fake\002879.jpg,Fake
./Data/All\Fake\002880.jpg,Fake
./Data/All\Fake\002881.jpg,Fake
./Data/All\Fake\002882.jpg,Fake
./Data/All\Fake\002883.jpg,Fake
./Data/All\Fake\002884.jpg,Fake
./Data/All\Fake\002885.jpg,Fake
./Data/All\Fake\002886.jpg,Fake
./Data/All\Fake\002887.jpg,Fake
./Data/All\Fake\002888.jpg,Fake
./Data/All\Fake\002889.jpg,Fake
./Data/All\Fake\002890.jpg,Fake
./Data/All\Fake\002891.jpg,Fake
./Data/All\Fake\002892.jpg,Fake
./Data/All\Fake\002893.jpg,Fake
./Data/All\Fake\002894.jpg,Fake
./Data/All\Fake\002895.jpg,Fake
./Data/All\Fake\002896.jpg,Fake
./Data/All\Fake\002897.jpg,Fake
./Data/All\Fake\002898.jpg,Fake
./Data/All\Fake\002899.jpg,Fake
./Data/All\Fake\002900.jpg,Fake
./Data/All\Fake\002901.jpg,Fake
./Data/All\Fake\002902.jpg,Fake
./Data/All\Fake\002903.jpg,Fake
./Data/All\Fake\002904.jpg,Fake
./Data/All\Fake\002905.jpg,Fake
./Data/All\Fake\002906.jpg,Fake
./Data/All\Fake\002907.jpg,Fake
./Data/All\Fake\002908.jpg,Fake
./Data/All\Fake\002909.jpg,Fake
./Data/All\Fake\002910.jpg,Fake
./Data/All\Fake\002911.jpg,Fake
./Data/All\Fake\002912.jpg,Fake
./Data/All\Fake\002913.jpg,Fake
./Data/All\Fake\002914.jpg,Fake
./Data/All\Fake\002915.jpg,Fake
./Data/All\Fake\002916.jpg,Fake
./Data/All\Fake\002917.jpg,Fake
./Data/All\Fake\002918.jpg,Fake
./Data/All\Fake\002919.jpg,Fake
./Data/All\Fake\002920.jpg,Fake
./Data/All\Fake\002921.jpg,Fake
./Data/All\Fake\002922.jpg,Fake
./Data/All\Fake\002923.jpg,Fake
./Data/All\Fake\002924.jpg,Fake
./Data/All\Fake\002925.jpg,Fake
./Data/All\Fake\002926.jpg,Fake
./Data/All\Fake\002927.jpg,Fake
./Data/All\Fake\002928.jpg,Fake
./Data/All\Fake\002929.jpg,Fake
./Data/All\Fake\002930.jpg,Fake
./Data/All\Fake\002931.jpg,Fake
./Data/All\Fake\002932.jpg,Fake
./Data/All\Fake\002933.jpg,Fake
./Data/All\Fake\002934.jpg,Fake
./Data/All\Fake\002935.jpg,Fake
./Data/All\Fake\002936.jpg,Fake
./Data/All\Fake\002937.jpg,Fake
./Data/All\Fake\002938.jpg,Fake
./Data/All\Fake\002939.jpg,Fake
./Data/All\Fake\002940.jpg,Fake
./Data/All\Fake\002941.jpg,Fake
./Data/All\Fake\002942.jpg,Fake
./Data/All\Fake\002943.jpg,Fake
./Data/All\Fake\002944.jpg,Fake
./Data/All\Fake\002945.jpg,Fake
./Data/All\Fake\002946.jpg,Fake
./Data/All\Fake\002947.jpg,Fake
./Data/All\Fake\002948.jpg,Fake
./Data/All\Fake\002949.jpg,Fake
./Data/All\Fake\002950.jpg,Fake
./Data/All\Fake\002951.jpg,Fake
./Data/All\Fake\002952.jpg,Fake
./Data/All\Fake\002953.jpg,Fake
./Data/All\Fake\002954.jpg,Fake
./Data/All\Fake\002955.jpg,Fake
./Data/All\Fake\002956.jpg,Fake
./Data/All\Fake\002957.jpg,Fake
./Data/All\Fake\002958.jpg,Fake
./Data/All\Fake\002959.jpg,Fake
./Data/All\Fake\002960.jpg,Fake
./Data/All\Fake\002961.jpg,Fake
./Data/All\Fake\002962.jpg,Fake
./Data/All\Fake\002963.jpg,Fake
./Data/All\Fake\002964.jpg,Fake
./Data/All\Fake\002965.jpg,Fake
./Data/All\Fake\002966.jpg,Fake
./Data/All\Fake\002967.jpg,Fake
./Data/All\Fake\002968.jpg,Fake
./Data/All\Fake\002969.jpg,Fake
./Data/All\Fake\002970.jpg,Fake
./Data/All\Fake\002971.jpg,Fake
./Data/All\Fake\002972.jpg,Fake
./Data/All\Fake\002973.jpg,Fake
./Data/All\Fake\002974.jpg,Fake
./Data/All\Fake\002975.jpg,Fake
./Data/All\Fake\002976.jpg,Fake
./Data/All\Fake\002977.jpg,Fake
./Data/All\Fake\002978.jpg,Fake
./Data/All\Fake\002979.jpg,Fake
./Data/All\Fake\002980.jpg,Fake
./Data/All\Fake\002981.jpg,Fake
./Data/All\Fake\002982.jpg,Fake
./Data/All\Fake\002983.jpg,Fake
./Data/All\Fake\002984.jpg,Fake
./Data/All\Fake\002985.jpg,Fake
./Data/All\Fake\002986.jpg,Fake
./Data/All\Fake\002987.jpg,Fake
./Data/All\Fake\002988.jpg,Fake
./Data/All\Fake\002989.jpg,Fake
./Data/All\Fake\002990.jpg,Fake
./Data/All\Fake\002991.jpg,Fake
./Data/All\Fake\002992.jpg,Fake
./Data/All\Fake\002993.jpg,Fake
./Data/All\Fake\002994.jpg,Fake
./Data/All\Fake\002995.jpg,Fake
./Data/All\Fake\002996.jpg,Fake
./Data/All\Fake\002997.jpg,Fake
./Data/All\Fake\002998.jpg,Fake
./Data/All\Fake\002999.jpg,Fake
./Data/All\Fake\003000.jpg,Fake
./Data/All\Fake\003001.jpg,Fake
./Data/All\Fake\003002.jpg,Fake
./Data/All\Fake\003003.jpg,Fake
./Data/All\Fake\003004.jpg,Fake
./Data/All\Fake\003005.jpg,Fake
./Data/All\Fake\003006.jpg,Fake
./Data/All\Fake\003007.jpg,Fake
./Data/All\Fake\003008.jpg,Fake
./Data/All\Fake\003009.jpg,Fake
./Data/All\Fake\003010.jpg,Fake
./Data/All\Fake\003011.jpg,Fake
./Data/All\Fake\003012.jpg,Fake
./Data/All\Fake\003013.jpg,Fake
./Data/All\Fake\003014.jpg,Fake
./Data/All\Fake\003015.jpg,Fake
./Data/All\Fake\003016.jpg,Fake
./Data/All\Fake\003017.jpg,Fake
./Data/All\Fake\003018.jpg,Fake
./Data/All\Fake\003019.jpg,Fake
./Data/All\Fake\003020.jpg,Fake
./Data/All\Fake\003021.jpg,Fake
./Data/All\Fake\003022.jpg,Fake
./Data/All\Fake\003023.jpg,Fake
./Data/All\Fake\003024.jpg,Fake
./Data/All\Fake\003025.jpg,Fake
./Data/All\Fake\003026.jpg,Fake
./Data/All\Fake\003027.jpg,Fake
./Data/All\Fake\003028.jpg,Fake
./Data/All\Fake\003029.jpg,Fake
./Data/All\Fake\003030.jpg,Fake
./Data/All\Fake\003031.jpg,Fake
./Data/All\Fake\003032.jpg,Fake
./Data/All\Fake\003033.jpg,Fake
./Data/All\Fake\003034.jpg,Fake
./Data/All\Fake\003035.jpg,Fake
./Data/All\Fake\003036.jpg,Fake
./Data/All\Fake\003037.jpg,Fake
./Data/All\Fake\003038.jpg,Fake
./Data/All\Fake\003039.jpg,Fake
./Data/All\Fake\003040.jpg,Fake
./Data/All\Fake\003041.jpg,Fake
./Data/All\Fake\003042.jpg,Fake
./Data/All\Fake\003043.jpg,Fake
./Data/All\Fake\003044.jpg,Fake
./Data/All\Fake\003045.jpg,Fake
./Data/All\Fake\003046.jpg,Fake
./Data/All\Fake\003047.jpg,Fake
./Data/All\Fake\003048.jpg,Fake
./Data/All\Fake\003049.jpg,Fake
./Data/All\Fake\003050.jpg,Fake
./Data/All\Fake\003051.jpg,Fake
./Data/All\Fake\003052.jpg,Fake
./Data/All\Fake\003053.jpg,Fake
./Data/All\Fake\003054.jpg,Fake
./Data/All\Fake\003055.jpg,Fake
./Data/All\Fake\003056.jpg,Fake
./Data/All\Fake\003057.jpg,Fake
./Data/All\Fake\003058.jpg,Fake
./Data/All\Fake\003059.jpg,Fake
./Data/All\Fake\003060.jpg,Fake
./Data/All\Fake\003061.jpg,Fake
./Data/All\Fake\003062.jpg,Fake
./Data/All\Fake\003063.jpg,Fake
./Data/All\Fake\003064.jpg,Fake
./Data/All\Fake\003065.jpg,Fake
./Data/All\Fake\003066.jpg,Fake
./Data/All\Fake\003067.jpg,Fake
./Data/All\Fake\003068.jpg,Fake
./Data/All\Fake\003069.jpg,Fake
./Data/All\Fake\003070.jpg,Fake
./Data/All\Fake\003071.jpg,Fake
./Data/All\Fake\003072.jpg,Fake
./Data/All\Fake\003073.jpg,Fake
./Data/All\Fake\003074.jpg,Fake
./Data/All\Fake\003075.jpg,Fake
./Data/All\Fake\003076.jpg,Fake
./Data/All\Fake\003077.jpg,Fake
./Data/All\Fake\003078.jpg,Fake
./Data/All\Fake\003079.jpg,Fake
./Data/All\Fake\003080.jpg,Fake
./Data/All\Fake\003081.jpg,Fake
./Data/All\Fake\003082.jpg,Fake
./Data/All\Fake\003083.jpg,Fake
./Data/All\Fake\003084.jpg,Fake
./Data/All\Fake\003085.jpg,Fake
./Data/All\Fake\003086.jpg,Fake
./Data/All\Fake\003087.jpg,Fake
./Data/All\Fake\003088.jpg,Fake
./Data/All\Fake\003089.jpg,Fake
./Data/All\Fake\003090.jpg,Fake
./Data/All\Fake\003091.jpg,Fake
./Data/All\Fake\003092.jpg,Fake
./Data/All\Fake\003093.jpg,Fake
./Data/All\Fake\003094.jpg,Fake
./Data/All\Fake\003095.jpg,Fake
./Data/All\Fake\003096.jpg,Fake
./Data/All\Fake\003097.jpg,Fake
./Data/All\Fake\003098.jpg,Fake
./Data/All\Fake\003099.jpg,Fake
./Data/All\Fake\003100.jpg,Fake
./Data/All\Fake\003101.jpg,Fake
./Data/All\Fake\003102.jpg,Fake
./Data/All\Fake\003103.jpg,Fake
./Data/All\Fake\003104.jpg,Fake
./Data/All\Fake\003105.jpg,Fake
./Data/All\Fake\003106.jpg,Fake
./Data/All\Fake\003107.jpg,Fake
./Data/All\Fake\003108.jpg,Fake
./Data/All\Fake\003109.jpg,Fake
./Data/All\Fake\003110.jpg,Fake
./Data/All\Fake\003111.jpg,Fake
./Data/All\Fake\003112.jpg,Fake
./Data/All\Fake\003113.jpg,Fake
./Data/All\Fake\003114.jpg,Fake
./Data/All\Fake\003115.jpg,Fake
./Data/All\Fake\003116.jpg,Fake
./Data/All\Fake\003117.jpg,Fake
./Data/All\Fake\003118.jpg,Fake
./Data/All\Fake\003119.jpg,Fake
./Data/All\Fake\003120.jpg,Fake
./Data/All\Fake\003121.jpg,Fake
./Data/All\Fake\003122.jpg,Fake
./Data/All\Fake\003123.jpg,Fake
./Data/All\Fake\003124.jpg,Fake
./Data/All\Fake\003125.jpg,Fake
./Data/All\Fake\003126.jpg,Fake
./Data/All\Fake\003127.jpg,Fake
./Data/All\Fake\003128.jpg,Fake
./Data/All\Fake\003129.jpg,Fake
./Data/All\Fake\003130.jpg,Fake
./Data/All\Fake\003131.jpg,Fake
./Data/All\Fake\003132.jpg,Fake
./Data/All\Fake\003133.jpg,Fake
./Data/All\Fake\003134.jpg,Fake
./Data/All\Fake\003135.jpg,Fake
./Data/All\Fake\003136.jpg,Fake
./Data/All\Fake\003137.jpg,Fake
./Data/All\Fake\003138.jpg,Fake
./Data/All\Fake\003139.jpg,Fake
./Data/All\Fake\003140.jpg,Fake
./Data/All\Fake\003141.jpg,Fake
./Data/All\Fake\003142.jpg,Fake
./Data/All\Fake\003143.jpg,Fake
./Data/All\Fake\003144.jpg,Fake
./Data/All\Fake\003145.jpg,Fake
./Data/All\Fake\003146.jpg,Fake
./Data/All\Fake\003147.jpg,Fake
./Data/All\Fake\003148.jpg,Fake
./Data/All\Fake\003149.jpg,Fake
./Data/All\Fake\003150.jpg,Fake
./Data/All\Fake\003151.jpg,Fake
./Data/All\Fake\003152.jpg,Fake
./Data/All\Fake\003153.jpg,Fake
./Data/All\Fake\003154.jpg,Fake
./Data/All\Fake\003155.jpg,Fake
./Data/All\Fake\003156.jpg,Fake
./Data/All\Fake\003157.jpg,Fake
./Data/All\Fake\003158.jpg,Fake
./Data/All\Fake\003159.jpg,Fake
./Data/All\Fake\003160.jpg,Fake
./Data/All\Fake\003161.jpg,Fake
./Data/All\Fake\003162.jpg,Fake
./Data/All\Fake\003163.jpg,Fake
./Data/All\Fake\003164.jpg,Fake
./Data/All\Fake\003165.jpg,Fake
./Data/All\Fake\003166.jpg,Fake
./Data/All\Fake\003167.jpg,Fake
./Data/All\Fake\003168.jpg,Fake
./Data/All\Fake\003169.jpg,Fake
./Data/All\Fake\003170.jpg,Fake
./Data/All\Fake\003171.jpg,Fake
./Data/All\Fake\003172.jpg,Fake
./Data/All\Fake\003173.jpg,Fake
./Data/All\Fake\003174.jpg,Fake
./Data/All\Fake\003175.jpg,Fake
./Data/All\Fake\003176.jpg,Fake
./Data/All\Fake\003177.jpg,Fake
./Data/All\Fake\003178.jpg,Fake
./Data/All\Fake\003179.jpg,Fake
./Data/All\Fake\003180.jpg,Fake
./Data/All\Fake\003181.jpg,Fake
./Data/All\Fake\003182.jpg,Fake
./Data/All\Fake\003183.jpg,Fake
./Data/All\Fake\003184.jpg,Fake
./Data/All\Fake\003185.jpg,Fake
./Data/All\Fake\003186.jpg,Fake
./Data/All\Fake\003187.jpg,Fake
./Data/All\Fake\003188.jpg,Fake
./Data/All\Fake\003189.jpg,Fake
./Data/All\Fake\003190.jpg,Fake
./Data/All\Fake\003191.jpg,Fake
./Data/All\Fake\003192.jpg,Fake
./Data/All\Fake\003193.jpg,Fake
./Data/All\Fake\003194.jpg,Fake
./Data/All\Fake\003195.jpg,Fake
./Data/All\Fake\003196.jpg,Fake
./Data/All\Fake\003197.jpg,Fake
./Data/All\Fake\003198.jpg,Fake
./Data/All\Fake\003199.jpg,Fake
./Data/All\Fake\003200.jpg,Fake
./Data/All\Fake\003201.jpg,Fake
./Data/All\Fake\003202.jpg,Fake
./Data/All\Fake\003203.jpg,Fake
./Data/All\Fake\003204.jpg,Fake
./Data/All\Fake\003205.jpg,Fake
./Data/All\Fake\003206.jpg,Fake
./Data/All\Fake\003207.jpg,Fake
./Data/All\Fake\003208.jpg,Fake
./Data/All\Fake\003209.jpg,Fake
./Data/All\Fake\003210.jpg,Fake
./Data/All\Fake\003211.jpg,Fake
./Data/All\Fake\003212.jpg,Fake
./Data/All\Fake\003213.jpg,Fake
./Data/All\Fake\003214.jpg,Fake
./Data/All\Fake\003215.jpg,Fake
./Data/All\Fake\003216.jpg,Fake
./Data/All\Fake\003217.jpg,Fake
./Data/All\Fake\003218.jpg,Fake
./Data/All\Fake\003219.jpg,Fake
./Data/All\Fake\003220.jpg,Fake
./Data/All\Fake\003221.jpg,Fake
./Data/All\Fake\003222.jpg,Fake
./Data/All\Fake\003223.jpg,Fake
./Data/All\Fake\003224.jpg,Fake
./Data/All\Fake\003225.jpg,Fake
./Data/All\Fake\003226.jpg,Fake
./Data/All\Fake\003227.jpg,Fake
./Data/All\Fake\003228.jpg,Fake
./Data/All\Fake\003229.jpg,Fake
./Data/All\Fake\003230.jpg,Fake
./Data/All\Fake\003231.jpg,Fake
./Data/All\Fake\003232.jpg,Fake
./Data/All\Fake\003233.jpg,Fake
./Data/All\Fake\003234.jpg,Fake
./Data/All\Fake\003235.jpg,Fake
./Data/All\Fake\003236.jpg,Fake
./Data/All\Fake\003237.jpg,Fake
./Data/All\Fake\003238.jpg,Fake
./Data/All\Fake\003239.jpg,Fake
./Data/All\Fake\003240.jpg,Fake
./Data/All\Fake\003241.jpg,Fake
./Data/All\Fake\003242.jpg,Fake
./Data/All\Fake\003243.jpg,Fake
./Data/All\Fake\003244.jpg,Fake
./Data/All\Fake\003245.jpg,Fake
./Data/All\Fake\003246.jpg,Fake
./Data/All\Fake\003247.jpg,Fake
./Data/All\Fake\003248.jpg,Fake
./Data/All\Fake\003249.jpg,Fake
./Data/All\Fake\003250.jpg,Fake
./Data/All\Fake\003251.jpg,Fake
./Data/All\Fake\003252.jpg,Fake
./Data/All\Fake\003253.jpg,Fake
./Data/All\Fake\003254.jpg,Fake
./Data/All\Fake\003255.jpg,Fake
./Data/All\Fake\003256.jpg,Fake
./Data/All\Fake\003257.jpg,Fake
./Data/All\Fake\003258.jpg,Fake
./Data/All\Fake\003259.jpg,Fake
./Data/All\Fake\003260.jpg,Fake
./Data/All\Fake\003261.jpg,Fake
./Data/All\Fake\003262.jpg,Fake
./Data/All\Fake\003263.jpg,Fake
./Data/All\Fake\003264.jpg,Fake
./Data/All\Fake\003265.jpg,Fake
./Data/All\Fake\003266.jpg,Fake
./Data/All\Fake\003267.jpg,Fake
./Data/All\Fake\003268.jpg,Fake
./Data/All\Fake\003269.jpg,Fake
./Data/All\Fake\003270.jpg,Fake
./Data/All\Fake\003271.jpg,Fake
./Data/All\Fake\003272.jpg,Fake
./Data/All\Fake\003273.jpg,Fake
./Data/All\Fake\003274.jpg,Fake
./Data/All\Fake\003275.jpg,Fake
./Data/All\Fake\003276.jpg,Fake
./Data/All\Fake\003277.jpg,Fake
./Data/All\Fake\003278.jpg,Fake
./Data/All\Fake\003279.jpg,Fake
./Data/All\Fake\003280.jpg,Fake
./Data/All\Fake\003281.jpg,Fake
./Data/All\Fake\003282.jpg,Fake
./Data/All\Fake\003283.jpg,Fake
./Data/All\Fake\003284.jpg,Fake
./Data/All\Fake\003285.jpg,Fake
./Data/All\Fake\003286.jpg,Fake
./Data/All\Fake\003287.jpg,Fake
./Data/All\Fake\003288.jpg,Fake
